Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,54.880001068115234,55.0,54.0099983215332,54.540000915527344,45.698951721191406,5358100
2013-01-03,53.439998626708984,53.52000045776367,51.849998474121094,51.9900016784668,43.56230163574219,14413200
2013-01-04,52.20000076293945,52.72999954223633,52.060001373291016,52.09000015258789,43.64609909057617,10458000
2013-01-07,51.880001068115234,52.33000183105469,51.54999923706055,52.09000015258789,43.64609909057617,7804500
2013-01-08,52.0,52.2400016784668,51.36000061035156,51.400001525878906,43.06794738769531,8196200
2013-01-09,51.59000015258789,52.5,51.5,52.369998931884766,43.88071060180664,5154300
2013-01-10,52.52000045776367,53.189998626708984,52.33000183105469,53.11000061035156,44.50074768066406,6506500
2013-01-11,53.400001525878906,53.400001525878906,52.33000183105469,52.81999969482422,44.25776672363281,10182500
2013-01-14,52.869998931884766,54.41999816894531,52.599998474121094,53.36000061035156,44.71023178100586,7119900
2013-01-15,53.220001220703125,53.849998474121094,53.209999084472656,53.619998931884766,44.928077697753906,5802900
2013-01-16,53.63999938964844,53.79999923706055,53.34000015258789,53.65999984741211,44.96160125732422,6474500
2013-01-17,53.7599983215332,54.529998779296875,53.16999816894531,54.400001525878906,45.5816535949707,14438900
2013-01-18,54.400001525878906,54.630001068115234,54.220001220703125,54.560001373291016,45.715702056884766,7023900
2013-01-22,54.650001525878906,56.09000015258789,54.560001373291016,56.02000045776367,46.939056396484375,9330000
2013-01-23,56.11000061035156,56.25,55.45000076293945,55.90999984741211,46.846866607666016,6665700
2013-01-24,56.029998779296875,56.439998626708984,55.900001525878906,56.220001220703125,47.10661697387695,4221700
2013-01-25,56.36000061035156,56.380001068115234,55.720001220703125,56.040000915527344,46.9557991027832,5604700
2013-01-28,56.41999816894531,56.529998779296875,55.79999923706055,55.810001373291016,46.76307678222656,5736900
2013-01-29,55.75,56.689998626708984,55.68000030517578,56.279998779296875,47.156898498535156,7317600
2013-01-30,56.25,56.439998626708984,55.91999816894531,56.08000183105469,46.98930740356445,6269200
2013-01-31,55.84000015258789,56.040000915527344,55.209999084472656,55.209999084472656,46.26033401489258,6957500
2013-02-01,55.7400016784668,55.84000015258789,55.369998931884766,55.77000045776367,46.72957229614258,6369500
2013-02-04,55.31999969482422,56.369998931884766,55.31999969482422,55.75,46.71281433105469,4795700
2013-02-05,57.06999969482422,57.83000183105469,56.83000183105469,57.77000045776367,48.405364990234375,8645500
2013-02-06,57.439998626708984,57.540000915527344,57.099998474121094,57.380001068115234,48.078582763671875,5266100
2013-02-07,57.36000061035156,57.5,56.650001525878906,57.04999923706055,47.802066802978516,6050700
2013-02-08,57.15999984741211,58.2599983215332,57.119998931884766,57.7400016784668,48.38021469116211,4554600
2013-02-11,57.560001373291016,57.709999084472656,57.04999923706055,57.119998931884766,47.860721588134766,4166800
2013-02-12,57.20000076293945,57.380001068115234,56.93000030517578,57.0099983215332,47.7685546875,4448600
2013-02-13,57.0099983215332,57.369998931884766,56.75,57.22999954223633,47.95288848876953,4261200
2013-02-14,57.0099983215332,57.220001220703125,56.75,57.04999923706055,47.802066802978516,5173800
2013-02-15,57.060001373291016,57.4900016784668,57.040000915527344,57.31999969482422,48.02830123901367,5750400
2013-02-19,54.20000076293945,56.880001068115234,54.040000915527344,56.65999984741211,47.475303649902344,14566200
2013-02-20,56.5099983215332,56.58000183105469,55.189998626708984,55.209999084472656,46.26033401489258,7542900
2013-02-21,55.56999969482422,55.939998626708984,54.880001068115234,55.2400016784668,46.285491943359375,6357300
2013-02-22,55.400001525878906,55.40999984741211,54.25,54.470001220703125,45.640289306640625,8400700
2013-02-25,54.689998626708984,54.75,53.290000915527344,53.29999923706055,44.659950256347656,6807800
2013-02-26,53.5099983215332,53.599998474121094,52.5099983215332,53.04999923706055,44.45048904418945,6325100
2013-02-27,52.959999084472656,54.0099983215332,52.93000030517578,53.869998931884766,45.13755416870117,5133800
2013-02-28,53.81999969482422,53.959999084472656,53.38999938964844,53.45000076293945,44.785640716552734,5879800
2013-03-01,53.34000015258789,53.790000915527344,52.880001068115234,53.52000045776367,44.84430694580078,6972100
2013-03-04,53.310001373291016,53.5,53.130001068115234,53.31999969482422,44.676727294921875,4783000
2013-03-05,53.43000030517578,53.84000015258789,53.18000030517578,53.5,44.82752990722656,4911700
2013-03-06,53.560001373291016,53.939998626708984,53.349998474121094,53.61000061035156,44.91971206665039,5562600
2013-03-07,53.7599983215332,54.18000030517578,53.689998626708984,53.79999923706055,45.07889938354492,4455700
2013-03-08,53.970001220703125,54.25,53.52000045776367,53.810001373291016,45.087284088134766,4584400
2013-03-11,53.83000183105469,54.63999938964844,53.75,54.209999084472656,45.422447204589844,4008700
2013-03-12,54.16999816894531,55.0,54.08000183105469,54.83000183105469,45.94194030761719,5466300
2013-03-13,54.68000030517578,54.880001068115234,54.349998474121094,54.47999954223633,45.82584762573242,4343000
2013-03-14,54.58000183105469,54.810001373291016,54.060001373291016,54.72999954223633,46.036155700683594,5066800
2013-03-15,54.630001068115234,54.900001525878906,54.41999816894531,54.72999954223633,46.036155700683594,7888300
2013-03-18,54.29999923706055,55.470001220703125,54.279998779296875,55.0,46.26326370239258,5974200
2013-03-19,55.0,55.400001525878906,54.91999816894531,55.16999816894531,46.4062385559082,5486600
2013-03-20,55.470001220703125,55.529998779296875,54.810001373291016,54.880001068115234,46.162322998046875,4528800
2013-03-21,54.689998626708984,55.349998474121094,54.630001068115234,55.060001373291016,46.31372833251953,4953700
2013-03-22,55.13999938964844,55.29999923706055,54.22999954223633,54.459999084472656,45.809051513671875,5415900
2013-03-25,54.650001525878906,55.119998931884766,54.439998626708984,54.86000061035156,46.1455078125,5142500
2013-03-26,55.13999938964844,55.779998779296875,55.09000015258789,55.650001525878906,46.81001281738281,6059700
2013-03-27,55.54999923706055,57.029998779296875,55.439998626708984,56.619998931884766,47.62593078613281,8525800
2013-03-28,56.65999984741211,57.310001373291016,56.4900016784668,57.209999084472656,48.122196197509766,5685400
2013-04-01,57.15999984741211,59.36000061035156,57.0099983215332,58.970001220703125,49.60262680053711,9006100
2013-04-02,61.630001068115234,63.95000076293945,61.5,61.7400016784668,51.93260192871094,22664600
2013-04-03,62.40999984741211,62.75,61.619998931884766,61.66999816894531,51.87372970581055,10140400
2013-04-04,61.75,62.5,61.4900016784668,62.029998779296875,52.176544189453125,7648400
2013-04-05,61.91999816894531,62.560001373291016,61.650001525878906,62.099998474121094,52.23542022705078,6841300
2013-04-08,62.06999969482422,62.369998931884766,61.290000915527344,61.88999938964844,52.05878448486328,4545600
2013-04-09,62.09000015258789,62.56999969482422,61.95000076293945,62.18000030517578,52.3027229309082,4405900
2013-04-10,62.31999969482422,62.599998474121094,62.09000015258789,62.40999984741211,52.49617385864258,4400600
2013-04-11,62.38999938964844,63.0,62.33000183105469,62.97999954223633,52.97563171386719,4738900
2013-04-12,62.83000183105469,63.279998779296875,62.619998931884766,63.029998779296875,53.0177116394043,4162000
2013-04-15,62.720001220703125,63.0,61.58000183105469,61.59000015258789,51.80643844604492,4625600
2013-04-16,62.18000030517578,63.0,61.77000045776367,62.810001373291016,52.832645416259766,4976400
2013-04-17,62.38999938964844,63.150001525878906,61.959999084472656,62.029998779296875,52.176544189453125,8429000
2013-04-18,59.38999938964844,60.75,58.029998779296875,59.689998626708984,50.208248138427734,14015000
2013-04-19,59.939998626708984,60.75,59.470001220703125,60.040000915527344,50.502655029296875,6524600
2013-04-22,59.9900016784668,60.099998474121094,58.63999938964844,59.220001220703125,49.81291961669922,6020900
2013-04-23,59.470001220703125,59.65999984741211,58.119998931884766,58.540000915527344,49.240928649902344,6277700
2013-04-24,58.900001525878906,59.25,58.720001220703125,58.790000915527344,49.45121765136719,5883000
2013-04-25,59.130001068115234,59.40999984741211,58.61000061035156,59.34000015258789,49.91384506225586,5669100
2013-04-26,59.2599983215332,60.150001525878906,59.130001068115234,59.47999954223633,50.0316162109375,5798100
2013-04-29,59.95000076293945,60.4900016784668,59.810001373291016,60.0099983215332,50.47742462158203,4861600
2013-04-30,60.13999938964844,60.380001068115234,59.209999084472656,59.93000030517578,50.410125732421875,5701800
2013-05-01,59.959999084472656,60.439998626708984,59.29999923706055,59.720001220703125,50.233482360839844,4897800
2013-05-02,59.709999084472656,60.380001068115234,59.38999938964844,59.47999954223633,50.0316162109375,6072500
2013-05-03,59.790000915527344,60.029998779296875,58.869998931884766,58.91999816894531,49.56056594848633,5149500
2013-05-06,59.380001068115234,60.72999954223633,59.31999969482422,60.20000076293945,50.63724136352539,5609600
2013-05-07,60.08000183105469,61.130001068115234,59.93000030517578,60.5,50.889583587646484,4830700
2013-05-08,60.31999969482422,62.77000045776367,60.310001373291016,62.5099983215332,52.58029556274414,10032800
2013-05-09,62.25,62.560001373291016,61.459999084472656,62.0099983215332,52.15972137451172,6416700
2013-05-10,62.040000915527344,62.9900016784668,61.810001373291016,62.90999984741211,52.916770935058594,5015700
2013-05-13,62.66999816894531,62.79999923706055,62.2599983215332,62.38999938964844,52.47935104370117,3490400
2013-05-14,62.29999923706055,62.47999954223633,61.54999923706055,61.72999954223633,51.924198150634766,5390300
2013-05-15,61.52000045776367,62.279998779296875,61.16999816894531,61.61000061035156,51.82324981689453,6808200
2013-05-16,61.29999923706055,62.349998474121094,61.20000076293945,62.13999938964844,52.26906967163086,6904800
2013-05-17,62.25,63.310001373291016,62.220001220703125,62.84000015258789,52.85788345336914,5840800
2013-05-20,62.72999954223633,62.91999816894531,62.41999816894531,62.560001373291016,52.62235641479492,2688200
2013-05-21,62.56999969482422,63.029998779296875,62.45000076293945,62.869998931884766,52.88310623168945,3248400
